longitud,tiempo,gravedad,error,planeta,id_planeta
1.0,0.46,9.45179584120983,0.42167714144276636,Tierra,3.0
2.0,0.66,9.182736455463727,0.2820271836997442,Saturno,9.0
1.4822510275973169,0.5738477016883117,9.00240324856,0.3195800756699263,,
1.7255405821692593,0.6211524854315854,8.944554585333869,0.29262643796065346,,
1.5209749958506942,0.56730160225062,9.452007332038942,0.33897209904527137,,
1.8895029076834375,0.6462811122860274,9.047625849847627,0.2840554077518093,,
1.7200657292170056,0.594413995420372,9.736368129267678,0.3324498599781037,,
1.6419845679552454,0.5806988177060916,9.738614688162762,0.3406136617871641,,
1.134777577481022,0.47767944795492717,9.94643912427238,0.42557239630274646,,
1.7024318601036712,0.6085355503919241,9.194493809361378,0.3069726405931095,,
1.336737445694538,0.5099316786901887,10.281396888387942,0.4105157256178917,,
1.857898849931897,0.6235469734608097,9.556826691030663,0.3108170999113117,,
1.3473486171793279,0.5295943176974971,9.607786488459903,0.36977655712825097,,
1.1847077430921558,0.5066178998118742,9.231667675106562,0.3726805530490917,,
1.4712094815715135,0.5677372324480482,9.128717302207267,0.32751393348216146,,
1.879941757834995,0.6281401432581921,9.52930641365636,0.3076184253010503,,
1.4083330859968723,0.5540123629137487,9.1769098524837,0.33763651645372506,,
1.187904188303142,0.49370445505561145,9.74714253347073,0.4032928152706276,,
1.091008347145758,0.4681805534502415,9.954772229893527,0.4349321931333985,,
1.0452972212251588,0.469988660965303,9.464442371278626,0.4128040426422601,,
1.8634880670894995,0.6279302205296575,9.452220448219636,0.30530267129434513,,
1.6633597953269814,0.5877102291575367,9.631406130311634,0.3328357786942737,,
1.6753886449433935,0.600659280059923,9.287293722468032,0.3141658931531957,,
1.210454819448489,0.5033701691393228,9.554404639701266,0.38773665510499317,,
1.818546258530044,0.6194086715562428,9.479813344217831,0.3104994696911296,,
1.2339427783843269,0.5006065301225153,9.847636184203532,0.40144088535713696,,
1.6554570942689315,0.5987978268718099,9.233949473768318,0.3134196435658604,,
1.0300566410433798,0.4717206903447405,9.258086864348732,0.4026828421029245,,
1.1826608300037453,0.48349112656046844,10.118431428818745,0.42721181311423,,
2.0265900929418583,0.640964899713436,9.865688887037795,0.31166408858957945,,
1.5520502657250976,0.5544807025965495,10.09631532521171,0.36993632838262486,,
1.2949578518354865,0.5244873975004664,9.414895723665708,0.3663009814557878,,
1.0737484700845523,0.4934416055665632,8.819846431740055,0.36679845904876174,,
1.8157089516727467,0.6186611847702788,9.487908603210748,0.31114320070683527,,
1.5296037387700079,0.5682611113739432,9.473556714216759,0.33912620398444127,,
1.3378848224992106,0.5231028171769015,9.778553242391705,0.3809447379684946,,
1.7493517603688615,0.5852620480542997,10.214248431115339,0.35389865268424514,,
1.905422097182715,0.6525717823577006,8.948796080012762,0.2782545264258018,,
1.2005070245949365,0.4920546614915694,9.91671884261519,0.41145113375215875,,
1.3339541139162199,0.5269317427940882,9.608645329617671,0.37174701674640337,,
1.0662016746504162,0.46216357352773424,9.983387556562793,0.442058813735629,,
1.7225381027867668,0.6002091182452617,9.56298898002739,0.3234552234037545,,
1.162783234741782,0.5106265598656016,8.919118949751592,0.35766214751279146,,
0.9900271042561454,0.46617213438047983,9.111386310922652,0.4015898198733842,,
1.257926803196248,0.5097061431530615,9.683795974337853,0.387695430460494,,
1.8837984100718632,0.6184308035053705,9.851042553973878,0.322845207941448,,
1.8872106319982445,0.6251312216113216,9.658462333308208,0.31321541572266964,,
1.8011407774710588,0.6074200729996808,9.763361615911073,0.3260079845062332,,
1.209257321878729,0.49556267024341805,9.848079651937034,0.4057082223976444,,
1.1884931751126824,0.47880863807429547,10.368184915491824,0.44178165906702643,,
1.8493714018265528,0.6213267495489098,9.581070380431184,0.3127279174810479,,
1.879239300245153,0.6374740422395511,9.248835850991076,0.29431551874539763,,
1.766705596420154,0.6080766792987091,9.556029564914825,0.31892370573253637,,
1.7776312150635942,0.6126306794949843,9.47270865033402,0.31380460702483515,,
1.84231731478522,0.6327414921075205,9.203262319000155,0.2951592450215219,,
1.0343416693618965,0.46373501545887097,9.619538505962092,0.42516848312739547,,
1.7087587750463364,0.5980333894788447,9.555642403796682,0.3244248365439438,,
1.6923731821988668,0.5993386378364933,9.422834807077429,0.3193325325586667,,
1.553566118931461,0.5556671955652814,10.0630636584232,0.36794388271510375,,
1.2538782851132495,0.5024720732467949,9.932567347377908,0.40320596222771604,,
1.0922437573656403,0.4786875820756056,9.533343558324818,0.4077626801792145,,
1.3941104021774435,0.5472771032591264,9.309205254439087,0.34669224471472254,,
1.5247136102781376,0.5795250664751039,9.079748554742697,0.31895978220164295,,
1.6508588804815492,0.5951149991057645,9.322623675005925,0.318353583192224,,
1.8195577421836024,0.6183185060755991,9.518562103972808,0.31229796521053016,,
1.303155712304755,0.5017368029890377,10.353194937768711,0.42027181088815413,,
1.4747960499391484,0.5585200180969832,9.455499468519909,0.344607937533926,,
1.1366122167244261,0.48962167234167925,9.48246065722567,0.39622098595687366,,
1.329354201175327,0.5202547473706417,9.822874701629845,0.3847795495181322,,
1.4391321062744886,0.5582289964687162,9.236466823997189,0.3370867197813781,,
1.558356180575703,0.5703664416123421,9.580513628758082,0.341521423587567,,
1.1524265758220285,0.49970166181385145,9.23042447271393,0.3780202378308832,,
1.272891391000601,0.5111622984405008,9.743247087155034,0.3888279613394163,,
1.306065780255867,0.5345851841215833,9.140315990211457,0.34904697872263724,,
1.567187178990831,0.5679535006910927,9.71684565313896,0.34774250860707495,,
1.6032355041586521,0.5795645412366413,9.54604998530005,0.3347593152597392,,
1.6903563850603072,0.6053508903349782,9.225584755996802,0.3096490266769063,,
